date,county,fips,place,confirmed_cases,x,y,region
5/3/20,Los Angeles,37,Unincorporated - Hawthorne,4,-118.330502,33.911054,CA
5/3/20,Los Angeles,37,Unincorporated - La Verne,2,-117.746463,34.144207,CA
5/3/20,Los Angeles,37,Unincorporated - Monrovia,9,-118.003247,34.123033,CA
5/3/20,Los Angeles,37,Unincorporated - Palmdale,3,-118.015688,34.614211,CA
5/3/20,Los Angeles,37,Unincorporated - South El Monte,1,-118.027068,34.041949,CA
5/3/20,Los Angeles,37,Unincorporated - West LA,20,-118.456949,34.057291,CA
5/3/20,Los Angeles,37,Unincorporated - Whittier,6,-118.025917,34.003624,CA
5/3/20,Los Angeles,37,University Hills,7,-118.168371,34.068093,CA
5/3/20,Los Angeles,37,University Park,88,-118.278835,34.027991,CA
5/3/20,Los Angeles,37,Val Verde,63,-118.673426,34.444032,CA
5/3/20,Los Angeles,37,Valencia,5,-118.560379,34.469938,CA
5/3/20,Los Angeles,37,Valinda,30,-117.930106,34.04005,CA
5/3/20,Los Angeles,37,Valley Glen,91,-118.426504,34.182525,CA
5/3/20,Los Angeles,37,Valley Village,126,-118.395153,34.163461,CA
5/3/20,Los Angeles,37,Van Nuys,332,-118.462798,34.201032,CA
5/3/20,Los Angeles,37,Venice,50,-118.462067,33.993791,CA
5/3/20,Los Angeles,37,Vermont Knolls,60,-118.294776,33.968255,CA
5/3/20,Los Angeles,37,Vermont Square,51,-118.298043,33.999376,CA
5/3/20,Los Angeles,37,Vermont Vista,127,-118.282068,33.954326,CA
5/3/20,Los Angeles,37,Vernon,1,-118.210583,34.001902,CA
5/3/20,Los Angeles,37,Vernon Central,215,-118.251565,34.000396,CA
5/3/20,Los Angeles,37,Victoria Park,38,-118.32462,34.044,CA
5/3/20,Los Angeles,37,View Heights,7,-118.348176,33.984966,CA
5/3/20,Los Angeles,37,View Park/Windsor Hills,27,-118.348359,33.995555,CA
5/3/20,Los Angeles,37,Walnut,23,-117.859319,34.033461,CA
5/3/20,Los Angeles,37,Walnut Park,48,-118.22195,33.968237,CA
5/3/20,Los Angeles,37,Watts,110,-118.241149,33.940452,CA
5/3/20,Los Angeles,37,Wellington Square,12,-118.333492,34.035815,CA
5/3/20,Los Angeles,37,West Adams,126,-118.307847,34.035612,CA
5/3/20,Los Angeles,37,West Antelope Valley,2,-118.580785,34.760448,CA
5/3/20,Los Angeles,37,West Carson,65,-118.292604,33.825207,CA
5/3/20,Los Angeles,37,West Covina,141,-117.911288,34.055423,CA
5/3/20,Los Angeles,37,West Hills,56,-118.63607,34.211472,CA
5/3/20,Los Angeles,37,West Hollywood,139,-118.371765,34.088278,CA
5/3/20,Los Angeles,37,West Los Angeles,61,-118.450481,34.040753,CA
5/3/20,Los Angeles,37,West Puente Valley,18,-117.958787,34.043568,CA
5/3/20,Los Angeles,37,West Rancho Dominguez,2,-118.262956,33.890237,CA
5/3/20,Los Angeles,37,West Vernon,224,-118.300192,34.000114,CA
5/3/20,Los Angeles,37,West Whittier/Los Nietos,40,-118.068907,33.976609,CA
5/3/20,Los Angeles,37,Westchester,70,-118.40607,33.952357,CA
5/3/20,Los Angeles,37,Westlake,281,-118.272224,34.057208,CA
5/3/20,Los Angeles,37,Westlake Village,6,-118.822005,34.136925,CA
5/3/20,Los Angeles,37,Westwood,52,-118.438137,34.065931,CA
5/3/20,Los Angeles,37,White Fence Farms,2,-118.171417,34.625588,CA
5/3/20,Los Angeles,37,Whittier,124,-118.018806,33.967844,CA
5/3/20,Los Angeles,37,Wholesale District,131,-118.233106,34.041547,CA
5/3/20,Los Angeles,37,Willowbrook,61,-118.251505,33.916576,CA
5/3/20,Los Angeles,37,Wilmington,103,-118.253276,33.785869,CA
5/3/20,Los Angeles,37,Wilshire Center,123,-118.295338,34.068376,CA
5/3/20,Los Angeles,37,Winnetka,175,-118.575929,34.213111,CA
5/3/20,Los Angeles,37,Wiseburn,8,-118.365742,33.90952,CA
5/3/20,Los Angeles,37,Woodland Hills,118,-118.604522,34.16635,CA
5/2/20,Los Angeles,37,Acton,8,-118.216138,34.481366,CA
5/2/20,Los Angeles,37,Adams-Normandie,29,-118.302397,34.029122,CA
5/2/20,Los Angeles,37,Agoura Hills,31,-118.760876,34.151007,CA
5/2/20,Los Angeles,37,Agua Dulce,1,-118.32381,34.497963,CA
5/2/20,Los Angeles,37,Alhambra,86,-118.135504,34.083961,CA
5/2/20,Los Angeles,37,Alsace,32,-118.362349,34.029571,CA
5/2/20,Los Angeles,37,Altadena,70,-118.135675,34.193482,CA
5/2/20,Los Angeles,37,Anaverde,1,-118.133856,34.535644,CA
5/2/20,Los Angeles,37,Angelino Heights,9,-118.251986,34.068331,CA
5/2/20,Los Angeles,37,Arcadia,43,-118.037297,34.134186,CA
5/2/20,Los Angeles,37,Arleta,116,-118.431775,34.241478,CA
5/2/20,Los Angeles,37,Artesia,14,-118.08063,33.867577,CA
5/2/20,Los Angeles,37,Athens Village,12,-118.273697,33.919783,CA
5/2/20,Los Angeles,37,Athens-Westmont,104,-118.302483,33.934033,CA
5/2/20,Los Angeles,37,Atwater Village,34,-118.258308,34.119421,CA
5/2/20,Los Angeles,37,Avocado Heights,13,-117.990979,34.040819,CA
5/2/20,Los Angeles,37,Azusa,72,-117.912351,34.138622,CA
5/2/20,Los Angeles,37,Baldwin Hills,65,-118.356095,34.014825,CA
5/2/20,Los Angeles,37,Baldwin Park,94,-117.972142,34.082841,CA
5/2/20,Los Angeles,37,Bassett,30,-117.977406,34.057144,CA
5/2/20,Los Angeles,37,Bel Air,29,-118.460296,34.098692,CA
5/2/20,Los Angeles,37,Bell,135,-118.179783,33.980058,CA
5/2/20,Los Angeles,37,Bell Gardens,109,-118.155014,33.966323,CA
5/2/20,Los Angeles,37,Bellflower,139,-118.127136,33.888021,CA
5/2/20,Los Angeles,37,Beverly Crest,32,-118.424404,34.11298,CA
5/2/20,Los Angeles,37,Beverly Hills,110,-118.402109,34.078543,CA
5/2/20,Los Angeles,37,Beverlywood,33,-118.394492,34.044747,CA
5/2/20,Los Angeles,37,Boyle Heights,220,-118.20533,34.03815,CA
5/2/20,Los Angeles,37,Bradbury,1,-117.968387,34.153532,CA
5/2/20,Los Angeles,37,Brentwood,65,-118.485909,34.08524,CA
5/2/20,Los Angeles,37,Burbank,252,-118.323487,34.1879,CA
5/2/20,Los Angeles,37,Cadillac-Corning,20,-118.381794,34.042513,CA
5/2/20,Los Angeles,37,Calabasas,38,-118.668881,34.13747,CA
5/2/20,Los Angeles,37,Canoga Park,287,-118.600829,34.208098,CA
5/2/20,Los Angeles,37,Canyon Country,25,-118.434197,34.454977,CA
5/2/20,Los Angeles,37,Carson,245,-118.255878,33.837391,CA
5/2/20,Los Angeles,37,Carthay,69,-118.372894,34.07124,CA
5/2/20,Los Angeles,37,Castaic,21,-118.628355,34.610162,CA
5/2/20,Los Angeles,37,Central,134,-118.258141,34.016399,CA
5/2/20,Los Angeles,37,Century City,30,-118.419399,34.052715,CA
5/2/20,Los Angeles,37,Century Palms/Cove,97,-118.267985,33.932641,CA
5/2/20,Los Angeles,37,Cerritos,55,-118.068587,33.867752,CA
5/2/20,Los Angeles,37,Chatsworth,101,-118.596089,34.256617,CA
5/2/20,Los Angeles,37,Cheviot Hills,18,-118.408801,34.041277,CA
5/2/20,Los Angeles,37,Chinatown,9,-118.240969,34.06146,CA
5/2/20,Los Angeles,37,Claremont,24,-117.715319,34.125904,CA
5/2/20,Los Angeles,37,Cloverdale/Cochran,39,-118.356007,34.038941,CA
5/2/20,Los Angeles,37,Commerce,13,-118.151914,33.996345,CA
5/2/20,Los Angeles,37,Compton,216,-118.22753,33.892938,CA
5/2/20,Los Angeles,37,Country Club Park,66,-118.325579,34.054301,CA
5/2/20,Los Angeles,37,Covina,95,-117.881821,34.090264,CA
5/2/20,Los Angeles,37,Covina (Charter Oak),14,-117.865044,34.100802,CA
5/2/20,Los Angeles,37,Crenshaw District,48,-118.335877,34.023057,CA
5/2/20,Los Angeles,37,Crestview,65,-118.378658,34.049595,CA
5/2/20,Los Angeles,37,Cudahy,78,-118.183118,33.963116,CA
5/2/20,Los Angeles,37,Culver City,67,-118.396806,34.005798,CA
5/2/20,Los Angeles,37,Del Aire,8,-118.372296,33.922831,CA
5/2/20,Los Angeles,37,Del Rey,51,-118.424311,33.989764,CA
5/2/20,Los Angeles,37,Del Sur,2,-118.284121,34.764411,CA
5/2/20,Los Angeles,37,Desert View Highlands,3,-118.153557,34.590253,CA
5/2/20,Los Angeles,37,Diamond Bar,34,-117.81613,33.999164,CA
5/2/20,Los Angeles,37,Downey,233,-118.131148,33.937862,CA
5/2/20,Los Angeles,37,Downtown,71,-118.257803,34.044724,CA
5/2/20,Los Angeles,37,Duarte,72,-117.950531,34.16094,CA
5/2/20,Los Angeles,37,Eagle Rock,93,-118.205209,34.135207,CA
5/2/20,Los Angeles,37,East Hollywood,132,-118.292538,34.09217,CA
5/2/20,Los Angeles,37,East La Mirada,8,-117.984485,33.922235,CA
5/2/20,Los Angeles,37,East Los Angeles,398,-118.169189,34.032673,CA
5/2/20,Los Angeles,37,East Rancho Dominguez,23,-118.195596,33.894857,CA
5/2/20,Los Angeles,37,East Whittier,4,-117.994826,33.927445,CA
5/2/20,Los Angeles,37,Echo Park,19,-118.255001,34.082177,CA
5/2/20,Los Angeles,37,El Camino Village,11,-118.334992,33.888441,CA
5/2/20,Los Angeles,37,El Monte,166,-118.029074,34.073948,CA
5/2/20,Los Angeles,37,El Segundo,27,-118.402004,33.916898,CA
5/2/20,Los Angeles,37,El Sereno,98,-118.177515,34.081112,CA
5/2/20,Los Angeles,37,Elizabeth Lake,1,-118.386954,34.674457,CA
5/2/20,Los Angeles,37,Elysian Park,9,-118.240334,34.078256,CA
5/2/20,Los Angeles,37,Elysian Valley,24,-118.237642,34.092694,CA
5/2/20,Los Angeles,37,Encino,85,-118.501697,34.155925,CA
5/2/20,Los Angeles,37,Exposition,5,-118.349778,34.026624,CA
5/2/20,Los Angeles,37,Exposition Park,138,-118.297919,34.018599,CA
5/2/20,Los Angeles,37,Faircrest Heights,2,-118.371706,34.038691,CA
5/2/20,Los Angeles,37,Figueroa Park Square,20,-118.286739,33.93256,CA
5/2/20,Los Angeles,37,Florence-Firestone,140,-118.267376,33.974897,CA
5/2/20,Los Angeles,37,Gardena,160,-118.307231,33.894352,CA
5/2/20,Los Angeles,37,Glassell Park,111,-118.231508,34.118242,CA
5/2/20,Los Angeles,37,Glendale,610,-118.246803,34.181933,CA
5/2/20,Los Angeles,37,Glendora,46,-117.846736,34.144935,CA
5/2/20,Los Angeles,37,Gramercy Place,31,-118.309409,33.951267,CA
5/2/20,Los Angeles,37,Granada Hills,123,-118.504152,34.291056,CA
5/2/20,Los Angeles,37,Green Meadows,63,-118.263144,33.950734,CA
5/2/20,Los Angeles,37,Hacienda Heights,53,-117.978311,34.000107,CA
5/2/20,Los Angeles,37,Hancock Park,66,-118.32887,34.069715,CA
5/2/20,Los Angeles,37,Harbor City,50,-118.296386,33.781993,CA
5/2/20,Los Angeles,37,Harbor Gateway,73,-118.29466,33.866487,CA
5/2/20,Los Angeles,37,Harvard Heights,61,-118.304644,34.043582,CA
5/2/20,Los Angeles,37,Harvard Park,133,-118.298016,33.981859,CA
5/2/20,Los Angeles,37,Hawaiian Gardens,10,-118.072804,33.830337,CA
5/2/20,Los Angeles,37,Hawthorne,201,-118.347694,33.914649,CA
5/2/20,Los Angeles,37,Hermosa Beach,23,-118.396435,33.865241,CA
5/2/20,Los Angeles,37,Highland Park,95,-118.187118,34.112134,CA
5/2/20,Los Angeles,37,Historic Filipinotown,65,-118.271077,34.070245,CA
5/2/20,Los Angeles,37,Hollywood,196,-118.35386,34.100299,CA
5/2/20,Los Angeles,37,Hollywood Hills,63,-118.346365,34.120516,CA
5/2/20,Los Angeles,37,Huntington Park,158,-118.216706,33.979987,CA
5/2/20,Los Angeles,37,Hyde Park,71,-118.328048,33.983083,CA
5/2/20,Los Angeles,37,Industry,1,-117.926756,34.017494,CA
5/2/20,Los Angeles,37,Inglewood,341,-118.344474,33.956529,CA
5/2/20,Los Angeles,37,Irwindale,2,-117.963631,34.112113,CA
5/2/20,Los Angeles,37,Jefferson Park,21,-118.322769,34.02425,CA
5/2/20,Los Angeles,37,Kagel/Lopez Canyons,1,-118.37001,34.310296,CA
5/2/20,Los Angeles,37,Koreatown,145,-118.304346,34.054588,CA
5/2/20,Los Angeles,37,La Canada Flintridge,36,-118.200156,34.209689,CA
5/2/20,Los Angeles,37,La Crescenta-Montrose,17,-118.235266,34.232152,CA
5/2/20,Los Angeles,37,La Habra Heights,2,-117.950975,33.96025,CA
5/2/20,Los Angeles,37,La Mirada,64,-118.00932,33.90251,CA
5/2/20,Los Angeles,37,La Puente,43,-117.953338,34.032209,CA
5/2/20,Los Angeles,37,La Rambla,6,-118.302255,33.740218,CA
5/2/20,Los Angeles,37,La Verne,16,-117.770312,34.120692,CA
5/2/20,Los Angeles,37,Ladera Heights,15,-118.374062,33.997128,CA
5/2/20,Los Angeles,37,Lafayette Square,14,-118.334892,34.043401,CA
5/2/20,Los Angeles,37,Lake Balboa,96,-118.498229,34.198949,CA
5/2/20,Los Angeles,37,Lake Los Angeles,18,-117.87071,34.620978,CA
5/2/20,Los Angeles,37,Lake Manor,3,-118.651748,34.238237,CA
5/2/20,Los Angeles,37,Lakeview Terrace,56,-118.37398,34.274649,CA
5/2/20,Los Angeles,37,Lakewood,84,-118.122171,33.84707,CA
5/2/20,Los Angeles,37,Lancaster,326,-118.175352,34.693444,CA
5/2/20,Los Angeles,37,Lawndale,59,-118.353156,33.888463,CA
5/2/20,Los Angeles,37,Leimert Park,33,-118.32453,34.006034,CA
5/2/20,Los Angeles,37,Lennox,48,-118.358601,33.938019,CA
5/2/20,Los Angeles,37,Leona Valley,1,-118.306794,34.62562,CA
5/2/20,Los Angeles,37,Lincoln Heights,78,-118.205364,34.081157,CA
5/2/20,Los Angeles,37,Little Armenia,93,-118.304855,34.094457,CA
5/2/20,Los Angeles,37,Little Bangladesh,76,-118.300377,34.065378,CA
5/2/20,Los Angeles,37,Little Tokyo,4,-118.241598,34.046994,CA
5/2/20,Los Angeles,37,Littlerock,6,-117.97807,34.531079,CA
5/2/20,Los Angeles,37,Littlerock/Juniper Hills,1,-117.919259,34.463499,CA
5/2/20,Los Angeles,37,Littlerock/Pearblossom,6,-117.897777,34.534363,CA
5/2/20,Los Angeles,37,Llano,1,-117.744875,34.49129,CA
5/2/20,Los Angeles,37,Lomita,34,-118.317456,33.793312,CA
5/2/20,Los Angeles,37,Long Beach,709,-118.161014,33.805559,CA
5/2/20,Los Angeles,37,Longwood,15,-118.343548,34.036097,CA
5/2/20,Los Angeles,37,Los Feliz,33,-118.299672,34.131749,CA
5/2/20,Los Angeles,37,Lynwood,199,-118.201664,33.923954,CA
5/2/20,Los Angeles,37,Malibu,30,-118.784201,34.03684,CA
5/2/20,Los Angeles,37,Manchester Square,13,-118.311191,33.967273,CA
5/2/20,Los Angeles,37,Mandeville Canyon,1,-118.508629,34.091814,CA
5/2/20,Los Angeles,37,Manhattan Beach,66,-118.397059,33.889428,CA
5/2/20,Los Angeles,37,Mar Vista,56,-118.436957,34.013245,CA
5/2/20,Los Angeles,37,Marina Peninsula,9,-118.460393,33.972411,CA
5/2/20,Los Angeles,37,Marina del Rey,11,-118.447659,33.976535,CA
5/2/20,Los Angeles,37,Maywood,70,-118.187662,33.98852,CA
5/2/20,Los Angeles,37,Melrose,363,-118.334586,34.082723,CA
5/2/20,Los Angeles,37,Mid-city,39,-118.353944,34.049526,CA
5/2/20,Los Angeles,37,Miracle Mile,36,-118.353469,34.059456,CA
5/2/20,Los Angeles,37,Mission Hills,78,-118.457528,34.266942,CA
5/2/20,Los Angeles,37,Monrovia,50,-117.992121,34.165036,CA
5/2/20,Los Angeles,37,Montebello,144,-118.110797,34.015436,CA
5/2/20,Los Angeles,37,Monterey Park,78,-118.13253,34.049708,CA
5/2/20,Los Angeles,37,Mt. Washington,52,-118.216378,34.099553,CA
5/2/20,Los Angeles,37,North Hills,172,-118.478218,34.238739,CA
5/2/20,Los Angeles,37,North Hollywood,382,-118.390769,34.190006,CA
5/2/20,Los Angeles,37,North Lancaster,3,-118.141748,34.765963,CA
5/2/20,Los Angeles,37,North Whittier,6,-118.006976,34.03608,CA
5/2/20,Los Angeles,37,Northeast San Gabriel,15,-118.079216,34.115475,CA
5/2/20,Los Angeles,37,Northridge,176,-118.52853,34.237368,CA
5/2/20,Los Angeles,37,Norwalk,201,-118.082884,33.90687,CA
5/2/20,Los Angeles,37,Pacific Palisades,38,-118.531425,34.046284,CA
5/2/20,Los Angeles,37,Pacoima,279,-118.416768,34.265724,CA
5/2/20,Los Angeles,37,Palisades Highlands,3,-118.548762,34.089984,CA
5/2/20,Los Angeles,37,Palmdale,422,-118.105685,34.594429,CA
5/2/20,Los Angeles,37,Palms,139,-118.412847,34.023755,CA
5/2/20,Los Angeles,37,Palos Verdes Estates,37,-118.397292,33.787212,CA
5/2/20,Los Angeles,37,Panorama City,315,-118.444601,34.224297,CA
5/2/20,Los Angeles,37,Paramount,143,-118.165144,33.89765,CA
5/2/20,Los Angeles,37,Park La Brea,12,-118.355627,34.069731,CA
5/2/20,Los Angeles,37,Pasadena,411,-118.138912,34.159752,CA
5/2/20,Los Angeles,37,Pearblossom/Llano,2,-117.898903,34.494142,CA
5/2/20,Los Angeles,37,Pico Rivera,186,-118.088735,33.990124,CA
5/2/20,Los Angeles,37,Pico-Union,250,-118.280491,34.045762,CA
5/2/20,Los Angeles,37,Playa Del Rey,1,-118.446368,33.961018,CA
5/2/20,Los Angeles,37,Playa Vista,20,-118.414497,33.979496,CA
5/2/20,Los Angeles,37,Pomona,182,-117.762596,34.058481,CA
5/2/20,Los Angeles,37,Porter Ranch,56,-118.557024,34.279694,CA
5/2/20,Los Angeles,37,Quartz Hill,27,-118.218626,34.65244,CA
5/2/20,Los Angeles,37,Rancho Dominguez,10,-118.218433,33.858301,CA
5/2/20,Los Angeles,37,Rancho Palos Verdes,60,-118.363522,33.75538,CA
5/2/20,Los Angeles,37,Rancho Park,12,-118.429114,34.036458,CA
5/2/20,Los Angeles,37,Redondo Beach,108,-118.376656,33.857406,CA
5/2/20,Los Angeles,37,Regent Square,3,-118.38321,34.03281,CA
5/2/20,Los Angeles,37,Reseda,225,-118.538571,34.198926,CA
5/2/20,Los Angeles,37,Reseda Ranch,22,-118.552574,34.21498,CA
5/2/20,Los Angeles,37,Reynier Village,8,-118.387153,34.036336,CA
5/2/20,Los Angeles,37,Rolling Hills,2,-118.347168,33.760022,CA
5/2/20,Los Angeles,37,Rolling Hills Estates,13,-118.350807,33.778407,CA
5/2/20,Los Angeles,37,Rosemead,38,-118.082271,34.068882,CA
5/2/20,Los Angeles,37,Rosewood,4,-118.249875,33.904692,CA
5/2/20,Los Angeles,37,Rosewood/West Rancho Dominguez,10,-118.260993,33.898562,CA
5/2/20,Los Angeles,37,Rowland Heights,57,-117.871842,33.96744,CA
5/2/20,Los Angeles,37,San Dimas,29,-117.808944,34.108201,CA
5/2/20,Los Angeles,37,San Fernando,97,-118.436238,34.288671,CA
5/2/20,Los Angeles,37,San Gabriel,30,-118.099093,34.094844,CA
5/2/20,Los Angeles,37,San Jose Hills,23,-117.904177,34.012262,CA
5/2/20,Los Angeles,37,San Marino,11,-118.113237,34.122367,CA
5/2/20,Los Angeles,37,San Pedro,578,-118.284679,33.736684,CA
5/2/20,Los Angeles,37,Santa Catalina Island,2,-118.437421,33.384064,CA
5/2/20,Los Angeles,37,Santa Clarita,387,-118.496479,34.41748,CA
5/2/20,Los Angeles,37,Santa Fe Springs,27,-118.062518,33.933048,CA
5/2/20,Los Angeles,37,Santa Monica,168,-118.481816,34.023052,CA
5/2/20,Los Angeles,37,Santa Monica Mountains,14,-118.740912,34.087782,CA
5/2/20,Los Angeles,37,Saugus,3,-118.478866,34.477689,CA
5/2/20,Los Angeles,37,Shadow Hills,9,-118.359629,34.254439,CA
5/2/20,Los Angeles,37,Sherman Oaks,131,-118.439071,34.15242,CA
5/2/20,Los Angeles,37,Sierra Madre,5,-118.050332,34.168709,CA
5/2/20,Los Angeles,37,Signal Hill,8,-118.168269,33.803005,CA
5/2/20,Los Angeles,37,Silver Lake,118,-118.270242,34.095701,CA
5/2/20,Los Angeles,37,South Carthay,24,-118.374921,34.056936,CA
5/2/20,Los Angeles,37,South El Monte,29,-118.048315,34.049352,CA
5/2/20,Los Angeles,37,South Gate,261,-118.192526,33.944713,CA
5/2/20,Los Angeles,37,South Park,130,-118.274297,33.999717,CA
5/2/20,Los Angeles,37,South Pasadena,91,-118.157289,34.11024,CA
5/2/20,Los Angeles,37,South San Gabriel,10,-118.088033,34.047555,CA
5/2/20,Los Angeles,37,South Whittier,68,-118.031191,33.933626,CA
5/2/20,Los Angeles,37,St Elmo Village,17,-118.342305,34.042791,CA
5/2/20,Los Angeles,37,Stevenson Ranch,17,-118.607267,34.376825,CA
5/2/20,Los Angeles,37,Studio City,46,-118.389205,34.137441,CA
5/2/20,Los Angeles,37,Sun Valley,138,-118.355481,34.227522,CA
5/2/20,Los Angeles,37,Sun Village,6,-117.937941,34.572624,CA
5/2/20,Los Angeles,37,Sunland,100,-118.329287,34.255065,CA
5/2/20,Los Angeles,37,Sunrise Village,1,-118.060407,34.010388,CA
5/2/20,Los Angeles,37,Sycamore Square,1,-118.343701,34.058007,CA
5/2/20,Los Angeles,37,Sylmar,347,-118.447155,34.313096,CA
5/2/20,Los Angeles,37,Tarzana,77,-118.549107,34.156974,CA
5/2/20,Los Angeles,37,Temple City,50,-118.057952,34.102167,CA
5/2/20,Los Angeles,37,Temple-Beaudry,166,-118.26774,34.069826,CA
5/2/20,Los Angeles,37,Thai Town,13,-118.304431,34.102003,CA
5/2/20,Los Angeles,37,Toluca Lake,10,-118.357673,34.15055,CA
5/2/20,Los Angeles,37,Toluca Terrace,2,-118.35844,34.166653,CA
5/2/20,Los Angeles,37,Toluca Woods,3,-118.357555,34.159662,CA
5/2/20,Los Angeles,37,Torrance,277,-118.341633,33.834625,CA
5/2/20,Los Angeles,37,Tujunga,72,-118.288497,34.25113,CA
5/2/20,Los Angeles,37,Twin Lakes/Oat Mountain,4,-118.610637,34.31406,CA
5/2/20,Los Angeles,37,Unincorporated - Angeles National Forest,1,-118.000747,34.323635,CA
5/2/20,Los Angeles,37,Unincorporated - Arcadia,4,-118.017067,34.108069,CA
5/2/20,Los Angeles,37,Unincorporated - Azusa,22,-117.897148,34.123231,CA
5/2/20,Los Angeles,37,Unincorporated - Covina,23,-117.875822,34.075619,CA
5/2/20,Los Angeles,37,Unincorporated - Duarte,9,-117.993289,34.12409,CA
5/2/20,Los Angeles,37,Unincorporated - Florence-Firestone,216,-118.244629,33.968138,CA
5/2/20,Los Angeles,37,Unincorporated - Glendora,1,-117.848888,34.15532,CA
5/2/20,Los Angeles,37,Unincorporated - Hawthorne,4,-118.330502,33.911054,CA
5/2/20,Los Angeles,37,Unincorporated - La Verne,2,-117.746463,34.144207,CA
5/2/20,Los Angeles,37,Unincorporated - Monrovia,8,-118.003247,34.123033,CA
5/2/20,Los Angeles,37,Unincorporated - Palmdale,3,-118.015688,34.614211,CA
5/2/20,Los Angeles,37,Unincorporated - South El Monte,1,-118.027068,34.041949,CA
5/2/20,Los Angeles,37,Unincorporated - West LA,20,-118.456949,34.057291,CA
5/2/20,Los Angeles,37,Unincorporated - Whittier,6,-118.025917,34.003624,CA
5/2/20,Los Angeles,37,University Hills,7,-118.168371,34.068093,CA
5/2/20,Los Angeles,37,University Park,88,-118.278835,34.027991,CA
5/2/20,Los Angeles,37,Val Verde,40,-118.673426,34.444032,CA
5/2/20,Los Angeles,37,Valencia,5,-118.560379,34.469938,CA
5/2/20,Los Angeles,37,Valinda,29,-117.930106,34.04005,CA
5/2/20,Los Angeles,37,Valley Glen,91,-118.426504,34.182525,CA
5/2/20,Los Angeles,37,Valley Village,125,-118.395153,34.163461,CA
5/2/20,Los Angeles,37,Van Nuys,320,-118.462798,34.201032,CA
5/2/20,Los Angeles,37,Venice,49,-118.462067,33.993791,CA
5/2/20,Los Angeles,37,Vermont Knolls,59,-118.294776,33.968255,CA
5/2/20,Los Angeles,37,Vermont Square,50,-118.298043,33.999376,CA
5/2/20,Los Angeles,37,Vermont Vista,122,-118.282068,33.954326,CA
5/2/20,Los Angeles,37,Vernon,1,-118.210583,34.001902,CA
5/2/20,Los Angeles,37,Vernon Central,208,-118.251565,34.000396,CA
5/2/20,Los Angeles,37,Victoria Park,38,-118.32462,34.044,CA
5/2/20,Los Angeles,37,View Heights,7,-118.348176,33.984966,CA
5/2/20,Los Angeles,37,View Park/Windsor Hills,27,-118.348359,33.995555,CA
5/2/20,Los Angeles,37,Walnut,23,-117.859319,34.033461,CA
5/2/20,Los Angeles,37,Walnut Park,47,-118.22195,33.968237,CA
5/2/20,Los Angeles,37,Watts,105,-118.241149,33.940452,CA
5/2/20,Los Angeles,37,Wellington Square,11,-118.333492,34.035815,CA
5/2/20,Los Angeles,37,West Adams,123,-118.307847,34.035612,CA
5/2/20,Los Angeles,37,West Antelope Valley,2,-118.580785,34.760448,CA
5/2/20,Los Angeles,37,West Carson,65,-118.292604,33.825207,CA
5/2/20,Los Angeles,37,West Covina,139,-117.911288,34.055423,CA
5/2/20,Los Angeles,37,West Hills,54,-118.63607,34.211472,CA
5/2/20,Los Angeles,37,West Hollywood,139,-118.371765,34.088278,CA
5/2/20,Los Angeles,37,West Los Angeles,59,-118.450481,34.040753,CA
5/2/20,Los Angeles,37,West Puente Valley,18,-117.958787,34.043568,CA
5/2/20,Los Angeles,37,West Rancho Dominguez,2,-118.262956,33.890237,CA
5/2/20,Los Angeles,37,West Vernon,216,-118.300192,34.000114,CA
5/2/20,Los Angeles,37,West Whittier/Los Nietos,38,-118.068907,33.976609,CA
5/2/20,Los Angeles,37,Westchester,66,-118.40607,33.952357,CA
5/2/20,Los Angeles,37,Westlake,264,-118.272224,34.057208,CA
5/2/20,Los Angeles,37,Westlake Village,6,-118.822005,34.136925,CA
5/2/20,Los Angeles,37,Westwood,52,-118.438137,34.065931,CA
5/2/20,Los Angeles,37,White Fence Farms,2,-118.171417,34.625588,CA
5/2/20,Los Angeles,37,Whittier,123,-118.018806,33.967844,CA
5/2/20,Los Angeles,37,Wholesale District,125,-118.233106,34.041547,CA
5/2/20,Los Angeles,37,Willowbrook,56,-118.251505,33.916576,CA
5/2/20,Los Angeles,37,Wilmington,98,-118.253276,33.785869,CA
5/2/20,Los Angeles,37,Wilshire Center,120,-118.295338,34.068376,CA
5/2/20,Los Angeles,37,Winnetka,165,-118.575929,34.213111,CA
5/2/20,Los Angeles,37,Wiseburn,8,-118.365742,33.90952,CA
5/2/20,Los Angeles,37,Woodland Hills,111,-118.604522,34.16635,CA
5/1/20,Los Angeles,37,Acton,8,-118.216138,34.481366,CA
5/1/20,Los Angeles,37,Adams-Normandie,27,-118.302397,34.029122,CA
5/1/20,Los Angeles,37,Agoura Hills,31,-118.760876,34.151007,CA
5/1/20,Los Angeles,37,Agua Dulce,1,-118.32381,34.497963,CA
5/1/20,Los Angeles,37,Alhambra,85,-118.135504,34.083961,CA
5/1/20,Los Angeles,37,Alsace,32,-118.362349,34.029571,CA
5/1/20,Los Angeles,37,Altadena,69,-118.135675,34.193482,CA
5/1/20,Los Angeles,37,Anaverde,1,-118.133856,34.535644,CA
5/1/20,Los Angeles,37,Angelino Heights,9,-118.251986,34.068331,CA
5/1/20,Los Angeles,37,Arcadia,39,-118.037297,34.134186,CA
5/1/20,Los Angeles,37,Arleta,111,-118.431775,34.241478,CA
